year,geography,geography_type,indicator,value,value_type
2021,Roane,County,Tramadol,128,Rate
2021,Robertson,County,All Benzodiazepines,32925,Count
2021,Robertson,County,Alprazolam,13977,Count
2021,Robertson,County,Clonazepam,7113,Count
2021,Robertson,County,Diazepam,3890,Count
2021,Robertson,County,Lorazepam,4941,Count
2021,Robertson,County,All Opioids for Pain,55662,Count
2021,Robertson,County,Hydrocodone,22110,Count
2021,Robertson,County,Oxycodone,19411,Count
2021,Robertson,County,Tramadol,8233,Count
2021,Robertson,County,All Benzodiazepines,6276,Patients
2021,Robertson,County,Alprazolam,2425,Patients
2021,Robertson,County,Clonazepam,1099,Patients
2021,Robertson,County,Diazepam,1303,Patients
2021,Robertson,County,Lorazepam,1258,Patients
2021,Robertson,County,All Opioids for Pain,13563,Patients
2021,Robertson,County,Hydrocodone,7497,Patients
2021,Robertson,County,Oxycodone,4755,Patients
2021,Robertson,County,Tramadol,2979,Patients
2021,Robertson,County,All Benzodiazepines,444,Rate
2021,Robertson,County,Alprazolam,189,Rate
2021,Robertson,County,Clonazepam,96,Rate
2021,Robertson,County,Diazepam,52,Rate
2021,Robertson,County,Lorazepam,67,Rate
2021,Robertson,County,All Opioids for Pain,751,Rate
2021,Robertson,County,Hydrocodone,298,Rate
2021,Robertson,County,Oxycodone,262,Rate
2021,Robertson,County,Tramadol,111,Rate
2021,Rutherford,County,All Benzodiazepines,101611,Count
2021,Rutherford,County,Alprazolam,37891,Count
2021,Rutherford,County,Clonazepam,23197,Count
2021,Rutherford,County,Diazepam,15299,Count
2021,Rutherford,County,Lorazepam,17244,Count
2021,Rutherford,County,All Opioids for Pain,185363,Count
2021,Rutherford,County,Hydrocodone,70992,Count
2021,Rutherford,County,Oxycodone,69134,Count
2021,Rutherford,County,Tramadol,24814,Count
2021,Rutherford,County,All Benzodiazepines,22522,Patients
2021,Rutherford,County,Alprazolam,7430,Patients
2021,Rutherford,County,Clonazepam,3831,Patients
2021,Rutherford,County,Diazepam,6276,Patients
2021,Rutherford,County,Lorazepam,4585,Patients
2021,Rutherford,County,All Opioids for Pain,52913,Patients
2021,Rutherford,County,Hydrocodone,27625,Patients
2021,Rutherford,County,Oxycodone,21758,Patients
2021,Rutherford,County,Tramadol,8730,Patients
2021,Rutherford,County,All Benzodiazepines,289,Rate
2021,Rutherford,County,Alprazolam,108,Rate
2021,Rutherford,County,Clonazepam,66,Rate
2021,Rutherford,County,Diazepam,43,Rate
2021,Rutherford,County,Lorazepam,49,Rate
2021,Rutherford,County,All Opioids for Pain,526,Rate
2021,Rutherford,County,Hydrocodone,202,Rate
2021,Rutherford,County,Oxycodone,196,Rate
2021,Rutherford,County,Tramadol,70,Rate
2021,Scott,County,All Benzodiazepines,10508,Count
2021,Scott,County,Alprazolam,3716,Count
2021,Scott,County,Clonazepam,2666,Count
2021,Scott,County,Diazepam,980,Count
2021,Scott,County,Lorazepam,2527,Count
2021,Scott,County,All Opioids for Pain,19946,Count
2021,Scott,County,Hydrocodone,7937,Count
2021,Scott,County,Oxycodone,8056,Count
2021,Scott,County,Tramadol,2602,Count
2021,Scott,County,All Benzodiazepines,1737,Patients
2021,Scott,County,Alprazolam,519,Patients
2021,Scott,County,Clonazepam,381,Patients
2021,Scott,County,Diazepam,328,Patients
2021,Scott,County,Lorazepam,521,Patients
2021,Scott,County,All Opioids for Pain,4169,Patients
2021,Scott,County,Hydrocodone,2321,Patients
2021,Scott,County,Oxycodone,1482,Patients
2021,Scott,County,Tramadol,759,Patients
2021,Scott,County,All Benzodiazepines,479,Rate
2021,Scott,County,Alprazolam,170,Rate
2021,Scott,County,Clonazepam,122,Rate
2021,Scott,County,Diazepam,45,Rate
2021,Scott,County,Lorazepam,115,Rate
2021,Scott,County,All Opioids for Pain,910,Rate
2021,Scott,County,Hydrocodone,362,Rate
2021,Scott,County,Oxycodone,368,Rate
2021,Scott,County,Tramadol,119,Rate
2021,Sequatchie,County,All Benzodiazepines,7835,Count
2021,Sequatchie,County,Alprazolam,2533,Count
2021,Sequatchie,County,Clonazepam,1975,Count
2021,Sequatchie,County,Diazepam,1124,Count
2021,Sequatchie,County,Lorazepam,1434,Count
2021,Sequatchie,County,All Opioids for Pain,16530,Count
2021,Sequatchie,County,Hydrocodone,6845,Count
2021,Sequatchie,County,Oxycodone,5353,Count
2021,Sequatchie,County,Tramadol,2650,Count
2021,Sequatchie,County,All Benzodiazepines,1363,Patients
2021,Sequatchie,County,Alprazolam,377,Patients
2021,Sequatchie,County,Clonazepam,286,Patients
2021,Sequatchie,County,Diazepam,301,Patients
2021,Sequatchie,County,Lorazepam,363,Patients
2021,Sequatchie,County,All Opioids for Pain,3802,Patients
2021,Sequatchie,County,Hydrocodone,1867,Patients
2021,Sequatchie,County,Oxycodone,1368,Patients
2021,Sequatchie,County,Tramadol,955,Patients
2021,Sequatchie,County,All Benzodiazepines,478,Rate
2021,Sequatchie,County,Alprazolam,154,Rate
2021,Sequatchie,County,Clonazepam,120,Rate
2021,Sequatchie,County,Diazepam,69,Rate
2021,Sequatchie,County,Lorazepam,87,Rate
2021,Sequatchie,County,All Opioids for Pain,1008,Rate
2021,Sequatchie,County,Hydrocodone,417,Rate
2021,Sequatchie,County,Oxycodone,326,Rate
2021,Sequatchie,County,Tramadol,162,Rate
2021,Sevier,County,All Benzodiazepines,42241,Count
2021,Sevier,County,Alprazolam,14488,Count
2021,Sevier,County,Clonazepam,11709,Count
2021,Sevier,County,Diazepam,6608,Count
2021,Sevier,County,Lorazepam,6843,Count
2021,Sevier,County,All Opioids for Pain,64255,Count
2021,Sevier,County,Hydrocodone,25687,Count
2021,Sevier,County,Oxycodone,19583,Count
2021,Sevier,County,Tramadol,11867,Count
2021,Sevier,County,All Benzodiazepines,7798,Patients
2021,Sevier,County,Alprazolam,2387,Patients
2021,Sevier,County,Clonazepam,1555,Patients
2021,Sevier,County,Diazepam,1779,Patients
2021,Sevier,County,Lorazepam,2135,Patients
2021,Sevier,County,All Opioids for Pain,18980,Patients
2021,Sevier,County,Hydrocodone,11983,Patients
2021,Sevier,County,Oxycodone,5591,Patients
2021,Sevier,County,Tramadol,3657,Patients
2021,Sevier,County,All Benzodiazepines,424,Rate
2021,Sevier,County,Alprazolam,146,Rate
2021,Sevier,County,Clonazepam,118,Rate
2021,Sevier,County,Diazepam,66,Rate
2021,Sevier,County,Lorazepam,69,Rate
2021,Sevier,County,All Opioids for Pain,646,Rate
2021,Sevier,County,Hydrocodone,258,Rate
2021,Sevier,County,Oxycodone,197,Rate
2021,Sevier,County,Tramadol,119,Rate
2021,Shelby,County,All Benzodiazepines,255338,Count
2021,Shelby,County,Alprazolam,115463,Count
2021,Shelby,County,Clonazepam,52774,Count
2021,Shelby,County,Diazepam,25994,Count
2021,Shelby,County,Lorazepam,41538,Count
2021,Shelby,County,All Opioids for Pain,412989,Count
2021,Shelby,County,Hydrocodone,171310,Count
2021,Shelby,County,Oxycodone,130423,Count
2021,Shelby,County,Tramadol,69920,Count
2021,Shelby,County,All Benzodiazepines,53521,Patients
2021,Shelby,County,Alprazolam,22943,Patients
2021,Shelby,County,Clonazepam,9533,Patients
2021,Shelby,County,Diazepam,9679,Patients
2021,Shelby,County,Lorazepam,11502,Patients
2021,Shelby,County,All Opioids for Pain,144951,Patients
2021,Shelby,County,Hydrocodone,81003,Patients
2021,Shelby,County,Oxycodone,47356,Patients
2021,Shelby,County,Tramadol,30814,Patients
2021,Shelby,County,All Benzodiazepines,276,Rate
2021,Shelby,County,Alprazolam,125,Rate
2021,Shelby,County,Clonazepam,57,Rate
2021,Shelby,County,Diazepam,28,Rate
2021,Shelby,County,Lorazepam,45,Rate
2021,Shelby,County,All Opioids for Pain,447,Rate
2021,Shelby,County,Hydrocodone,185,Rate
2021,Shelby,County,Oxycodone,141,Rate
2021,Shelby,County,Tramadol,76,Rate
2021,Smith,County,All Benzodiazepines,12411,Count
2021,Smith,County,Alprazolam,5400,Count
2021,Smith,County,Clonazepam,2226,Count
2021,Smith,County,Diazepam,2002,Count
2021,Smith,County,Lorazepam,2160,Count
2021,Smith,County,All Opioids for Pain,19125,Count
2021,Smith,County,Hydrocodone,7868,Count
2021,Smith,County,Oxycodone,7734,Count
2021,Smith,County,Tramadol,1817,Count
2021,Smith,County,All Benzodiazepines,1956,Patients
2021,Smith,County,Alprazolam,775,Patients
2021,Smith,County,Clonazepam,290,Patients
2021,Smith,County,Diazepam,454,Patients
2021,Smith,County,Lorazepam,423,Patients
2021,Smith,County,All Opioids for Pain,3830,Patients
2021,Smith,County,Hydrocodone,2071,Patients
2021,Smith,County,Oxycodone,1542,Patients
2021,Smith,County,Tramadol,619,Patients
2021,Smith,County,All Benzodiazepines,615,Rate
2021,Smith,County,Alprazolam,268,Rate
2021,Smith,County,Clonazepam,110,Rate
2021,Smith,County,Diazepam,99,Rate
2021,Smith,County,Lorazepam,107,Rate
2021,Smith,County,All Opioids for Pain,948,Rate
2021,Smith,County,Hydrocodone,390,Rate
2021,Smith,County,Oxycodone,383,Rate
2021,Smith,County,Tramadol,90,Rate
2021,South Central Tennessee,Region,All Benzodiazepines,193359,Count
2021,South Central Tennessee,Region,Alprazolam,85528,Count
2021,South Central Tennessee,Region,Clonazepam,39936,Count
2021,South Central Tennessee,Region,Diazepam,23392,Count
2021,South Central Tennessee,Region,Lorazepam,32519,Count
2021,South Central Tennessee,Region,All Opioids for Pain,346259,Count
2021,South Central Tennessee,Region,Hydrocodone,145783,Count
2021,South Central Tennessee,Region,Oxycodone,118258,Count
2021,South Central Tennessee,Region,Tramadol,50133,Count
2021,South Central Tennessee,Region,All Benzodiazepines,34693,Patients
2021,South Central Tennessee,Region,Alprazolam,14220,Patients
2021,South Central Tennessee,Region,Clonazepam,6100,Patients
2021,South Central Tennessee,Region,Diazepam,7157,Patients
2021,South Central Tennessee,Region,Lorazepam,7710,Patients
2021,South Central Tennessee,Region,All Opioids for Pain,81094,Patients
2021,South Central Tennessee,Region,Hydrocodone,44543,Patients
2021,South Central Tennessee,Region,Oxycodone,29015,Patients
2021,South Central Tennessee,Region,Tramadol,17496,Patients
2021,South Central Tennessee,Region,All Benzodiazepines,449,Rate
2021,South Central Tennessee,Region,Alprazolam,199,Rate
2021,South Central Tennessee,Region,Clonazepam,93,Rate
2021,South Central Tennessee,Region,Diazepam,54,Rate
2021,South Central Tennessee,Region,Lorazepam,76,Rate
2021,South Central Tennessee,Region,All Opioids for Pain,805,Rate
2021,South Central Tennessee,Region,Hydrocodone,339,Rate
2021,South Central Tennessee,Region,Oxycodone,275,Rate
2021,South Central Tennessee,Region,Tramadol,116,Rate
2021,Southeast Tennessee,Region,All Benzodiazepines,197035,Count
2021,Southeast Tennessee,Region,Alprazolam,95563,Count
2021,Southeast Tennessee,Region,Clonazepam,35868,Count
2021,Southeast Tennessee,Region,Diazepam,19515,Count
2021,Southeast Tennessee,Region,Lorazepam,32191,Count
2021,Southeast Tennessee,Region,All Opioids for Pain,330914,Count
2021,Southeast Tennessee,Region,Hydrocodone,140690,Count
2021,Southeast Tennessee,Region,Oxycodone,107493,Count
2021,Southeast Tennessee,Region,Tramadol,48704,Count
2021,Southeast Tennessee,Region,All Benzodiazepines,32630,Patients
2021,Southeast Tennessee,Region,Alprazolam,13820,Patients
2021,Southeast Tennessee,Region,Clonazepam,5629,Patients
2021,Southeast Tennessee,Region,Diazepam,5989,Patients
2021,Southeast Tennessee,Region,Lorazepam,7405,Patients
2021,Southeast Tennessee,Region,All Opioids for Pain,74753,Patients
2021,Southeast Tennessee,Region,Hydrocodone,42121,Patients
2021,Southeast Tennessee,Region,Oxycodone,25815,Patients
2021,Southeast Tennessee,Region,Tramadol,16027,Patients
2021,Southeast Tennessee,Region,All Benzodiazepines,570,Rate
2021,Southeast Tennessee,Region,Alprazolam,277,Rate
2021,Southeast Tennessee,Region,Clonazepam,104,Rate
2021,Southeast Tennessee,Region,Diazepam,56,Rate
2021,Southeast Tennessee,Region,Lorazepam,93,Rate
2021,Southeast Tennessee,Region,All Opioids for Pain,958,Rate
2021,Southeast Tennessee,Region,Hydrocodone,407,Rate
2021,Southeast Tennessee,Region,Oxycodone,311,Rate
2021,Southeast Tennessee,Region,Tramadol,141,Rate
2021,Stewart,County,All Benzodiazepines,6251,Count
2021,Stewart,County,Alprazolam,2779,Count
2021,Stewart,County,Clonazepam,869,Count
2021,Stewart,County,Diazepam,721,Count
2021,Stewart,County,Lorazepam,1465,Count
2021,Stewart,County,All Opioids for Pain,12559,Count
2021,Stewart,County,Hydrocodone,5167,Count
2021,Stewart,County,Oxycodone,4460,Count
2021,Stewart,County,Tramadol,1690,Count
2021,Stewart,County,All Benzodiazepines,1093,Patients
2021,Stewart,County,Alprazolam,443,Patients
2021,Stewart,County,Clonazepam,132,Patients
2021,Stewart,County,Diazepam,227,Patients
2021,Stewart,County,Lorazepam,278,Patients
2021,Stewart,County,All Opioids for Pain,2751,Patients
2021,Stewart,County,Hydrocodone,1634,Patients
2021,Stewart,County,Oxycodone,955,Patients
2021,Stewart,County,Tramadol,507,Patients
2021,Stewart,County,All Benzodiazepines,451,Rate
2021,Stewart,County,Alprazolam,201,Rate
2021,Stewart,County,Clonazepam,63,Rate
2021,Stewart,County,Diazepam,52,Rate
2021,Stewart,County,Lorazepam,106,Rate
2021,Stewart,County,All Opioids for Pain,906,Rate
2021,Stewart,County,Hydrocodone,373,Rate
2021,Stewart,County,Oxycodone,322,Rate
2021,Stewart,County,Tramadol,122,Rate
2021,Sullivan,County,All Benzodiazepines,96475,Count
2021,Sullivan,County,Alprazolam,34923,Count
2021,Sullivan,County,Clonazepam,30343,Count
2021,Sullivan,County,Diazepam,9418,Count
2021,Sullivan,County,Lorazepam,17589,Count
2021,Sullivan,County,All Opioids for Pain,137909,Count
2021,Sullivan,County,Hydrocodone,54804,Count
2021,Sullivan,County,Oxycodone,49700,Count
2021,Sullivan,County,Tramadol,21260,Count
2021,Sullivan,County,All Benzodiazepines,14850,Patients
2021,Sullivan,County,Alprazolam,5333,Patients
2021,Sullivan,County,Clonazepam,3237,Patients
2021,Sullivan,County,Diazepam,2448,Patients
2021,Sullivan,County,Lorazepam,4013,Patients
2021,Sullivan,County,All Opioids for Pain,32100,Patients
2021,Sullivan,County,Hydrocodone,17793,Patients
2021,Sullivan,County,Oxycodone,12329,Patients
2021,Sullivan,County,Tramadol,6104,Patients
2021,Sullivan,County,All Benzodiazepines,606,Rate
2021,Sullivan,County,Alprazolam,219,Rate
2021,Sullivan,County,Clonazepam,191,Rate
2021,Sullivan,County,Diazepam,59,Rate
2021,Sullivan,County,Lorazepam,110,Rate
2021,Sullivan,County,All Opioids for Pain,866,Rate
2021,Sullivan,County,Hydrocodone,344,Rate
2021,Sullivan,County,Oxycodone,312,Rate
2021,Sullivan,County,Tramadol,133,Rate
2021,Sullivan Metro,Region,All Benzodiazepines,96475,Count
2021,Sullivan Metro,Region,Alprazolam,34923,Count
2021,Sullivan Metro,Region,Clonazepam,30343,Count
2021,Sullivan Metro,Region,Diazepam,9418,Count
2021,Sullivan Metro,Region,Lorazepam,17589,Count
2021,Sullivan Metro,Region,All Opioids for Pain,137909,Count
2021,Sullivan Metro,Region,Hydrocodone,54804,Count
2021,Sullivan Metro,Region,Oxycodone,49700,Count
2021,Sullivan Metro,Region,Tramadol,21260,Count
2021,Sullivan Metro,Region,All Benzodiazepines,14850,Patients
2021,Sullivan Metro,Region,Alprazolam,5333,Patients
2021,Sullivan Metro,Region,Clonazepam,3237,Patients
2021,Sullivan Metro,Region,Diazepam,2448,Patients
2021,Sullivan Metro,Region,Lorazepam,4013,Patients
2021,Sullivan Metro,Region,All Opioids for Pain,32100,Patients
2021,Sullivan Metro,Region,Hydrocodone,17793,Patients
2021,Sullivan Metro,Region,Oxycodone,12329,Patients
2021,Sullivan Metro,Region,Tramadol,6104,Patients
2021,Sullivan Metro,Region,All Benzodiazepines,606,Rate
2021,Sullivan Metro,Region,Alprazolam,219,Rate
2021,Sullivan Metro,Region,Clonazepam,191,Rate
2021,Sullivan Metro,Region,Diazepam,59,Rate
2021,Sullivan Metro,Region,Lorazepam,110,Rate
2021,Sullivan Metro,Region,All Opioids for Pain,866,Rate
2021,Sullivan Metro,Region,Hydrocodone,344,Rate
2021,Sullivan Metro,Region,Oxycodone,312,Rate
2021,Sullivan Metro,Region,Tramadol,133,Rate
2021,Sumner,County,All Benzodiazepines,77699,Count
2021,Sumner,County,Alprazolam,30444,Count
2021,Sumner,County,Clonazepam,17904,Count
2021,Sumner,County,Diazepam,9008,Count
2021,Sumner,County,Lorazepam,12753,Count
2021,Sumner,County,All Opioids for Pain,130744,Count
2021,Sumner,County,Hydrocodone,51864,Count
2021,Sumner,County,Oxycodone,45756,Count
2021,Sumner,County,Tramadol,19399,Count
2021,Sumner,County,All Benzodiazepines,15920,Patients
2021,Sumner,County,Alprazolam,5846,Patients
2021,Sumner,County,Clonazepam,2928,Patients
2021,Sumner,County,Diazepam,3398,Patients
2021,Sumner,County,Lorazepam,3452,Patients
2021,Sumner,County,All Opioids for Pain,35703,Patients
2021,Sumner,County,Hydrocodone,19953,Patients
2021,Sumner,County,Oxycodone,12696,Patients
2021,Sumner,County,Tramadol,7152,Patients
2021,Sumner,County,All Benzodiazepines,387,Rate
2021,Sumner,County,Alprazolam,152,Rate
2021,Sumner,County,Clonazepam,89,Rate
2021,Sumner,County,Diazepam,45,Rate
2021,Sumner,County,Lorazepam,64,Rate
2021,Sumner,County,All Opioids for Pain,652,Rate
2021,Sumner,County,Hydrocodone,259,Rate
2021,Sumner,County,Oxycodone,228,Rate
2021,Sumner,County,Tramadol,97,Rate
2021,Tennessee Statewide,State,All Benzodiazepines,2916126,Count
2021,Tennessee Statewide,State,Alprazolam,1205994,Count
2021,Tennessee Statewide,State,Clonazepam,677170,Count
2021,Tennessee Statewide,State,Diazepam,332821,Count
2021,Tennessee Statewide,State,Lorazepam,498280,Count
2021,Tennessee Statewide,State,All Opioids for Pain,4725542,Count
2021,Tennessee Statewide,State,Hydrocodone,1962908,Count
2021,Tennessee Statewide,State,Oxycodone,1543873,Count
2021,Tennessee Statewide,State,Tramadol,735890,Count
2021,Tennessee Statewide,State,All Benzodiazepines,530155,Patients
2021,Tennessee Statewide,State,Alprazolam,208288,Patients
2021,Tennessee Statewide,State,Clonazepam,97962,Patients
2021,Tennessee Statewide,State,Diazepam,106648,Patients
2021,Tennessee Statewide,State,Lorazepam,119097,Patients
2021,Tennessee Statewide,State,All Opioids for Pain,1220206,Patients
2021,Tennessee Statewide,State,Hydrocodone,688126,Patients
2021,Tennessee Statewide,State,Oxycodone,418855,Patients
2021,Tennessee Statewide,State,Tramadol,250581,Patients
2021,Tennessee Statewide,State,All Benzodiazepines,418,Rate
2021,Tennessee Statewide,State,Alprazolam,173,Rate
2021,Tennessee Statewide,State,Clonazepam,97,Rate
2021,Tennessee Statewide,State,Diazepam,48,Rate
2021,Tennessee Statewide,State,Lorazepam,71,Rate
2021,Tennessee Statewide,State,All Opioids for Pain,677,Rate
2021,Tennessee Statewide,State,Hydrocodone,281,Rate
2021,Tennessee Statewide,State,Oxycodone,221,Rate
2021,Tennessee Statewide,State,Tramadol,106,Rate
2021,Tipton,County,All Benzodiazepines,30682,Count
2021,Tipton,County,Alprazolam,14900,Count
2021,Tipton,County,Clonazepam,7030,Count
2021,Tipton,County,Diazepam,2615,Count
2021,Tipton,County,Lorazepam,4127,Count
2021,Tipton,County,All Opioids for Pain,46363,Count
2021,Tipton,County,Hydrocodone,21118,Count
2021,Tipton,County,Oxycodone,13782,Count
2021,Tipton,County,Tramadol,7207,Count
2021,Tipton,County,All Benzodiazepines,5675,Patients
2021,Tipton,County,Alprazolam,2720,Patients
2021,Tipton,County,Clonazepam,1161,Patients
2021,Tipton,County,Diazepam,825,Patients
2021,Tipton,County,Lorazepam,1023,Patients
2021,Tipton,County,All Opioids for Pain,12736,Patients
2021,Tipton,County,Hydrocodone,7640,Patients
2021,Tipton,County,Oxycodone,4048,Patients
2021,Tipton,County,Tramadol,2700,Patients
2021,Tipton,County,All Benzodiazepines,503,Rate
2021,Tipton,County,Alprazolam,244,Rate
2021,Tipton,County,Clonazepam,115,Rate
2021,Tipton,County,Diazepam,43,Rate
2021,Tipton,County,Lorazepam,68,Rate
2021,Tipton,County,All Opioids for Pain,760,Rate
2021,Tipton,County,Hydrocodone,346,Rate
2021,Tipton,County,Oxycodone,226,Rate
2021,Tipton,County,Tramadol,118,Rate
2021,Trousdale,County,All Benzodiazepines,4284,Count
2021,Trousdale,County,Alprazolam,2114,Count
2021,Trousdale,County,Clonazepam,739,Count
2021,Trousdale,County,Diazepam,550,Count
2021,Trousdale,County,Lorazepam,651,Count
2021,Trousdale,County,All Opioids for Pain,8967,Count
2021,Trousdale,County,Hydrocodone,4177,Count
2021,Trousdale,County,Oxycodone,3294,Count
2021,Trousdale,County,Tramadol,915,Count
2021,Trousdale,County,All Benzodiazepines,797,Patients
2021,Trousdale,County,Alprazolam,351,Patients
2021,Trousdale,County,Clonazepam,114,Patients
2021,Trousdale,County,Diazepam,170,Patients
2021,Trousdale,County,Lorazepam,164,Patients
2021,Trousdale,County,All Opioids for Pain,1988,Patients
2021,Trousdale,County,Hydrocodone,1186,Patients
2021,Trousdale,County,Oxycodone,688,Patients
2021,Trousdale,County,Tramadol,337,Patients
2021,Trousdale,County,All Benzodiazepines,356,Rate
2021,Trousdale,County,Alprazolam,176,Rate
2021,Trousdale,County,Clonazepam,61,Rate
2021,Trousdale,County,Diazepam,46,Rate
2021,Trousdale,County,Lorazepam,54,Rate
2021,Trousdale,County,All Opioids for Pain,745,Rate
2021,Trousdale,County,Hydrocodone,347,Rate
2021,Trousdale,County,Oxycodone,274,Rate
2021,Trousdale,County,Tramadol,76,Rate
2021,Unicoi,County,All Benzodiazepines,15965,Count
2021,Unicoi,County,Alprazolam,5417,Count
2021,Unicoi,County,Clonazepam,4456,Count
2021,Unicoi,County,Diazepam,2255,Count
2021,Unicoi,County,Lorazepam,2935,Count
2021,Unicoi,County,All Opioids for Pain,22006,Count
2021,Unicoi,County,Hydrocodone,9234,Count
2021,Unicoi,County,Oxycodone,6723,Count
2021,Unicoi,County,Tramadol,4197,Count
2021,Unicoi,County,All Benzodiazepines,2210,Patients
2021,Unicoi,County,Alprazolam,783,Patients
2021,Unicoi,County,Clonazepam,503,Patients
2021,Unicoi,County,Diazepam,416,Patients
2021,Unicoi,County,Lorazepam,552,Patients
2021,Unicoi,County,All Opioids for Pain,4040,Patients
2021,Unicoi,County,Hydrocodone,2154,Patients
2021,Unicoi,County,Oxycodone,1488,Patients
2021,Unicoi,County,Tramadol,962,Patients
2021,Unicoi,County,All Benzodiazepines,902,Rate
2021,Unicoi,County,Alprazolam,306,Rate
2021,Unicoi,County,Clonazepam,252,Rate
2021,Unicoi,County,Diazepam,127,Rate
2021,Unicoi,County,Lorazepam,166,Rate
2021,Unicoi,County,All Opioids for Pain,1243,Rate
2021,Unicoi,County,Hydrocodone,522,Rate
2021,Unicoi,County,Oxycodone,380,Rate
2021,Unicoi,County,Tramadol,237,Rate
2021,Union,County,All Benzodiazepines,9801,Count
2021,Union,County,Alprazolam,4711,Count
2021,Union,County,Clonazepam,1794,Count
2021,Union,County,Diazepam,1200,Count
2021,Union,County,Lorazepam,1530,Count
2021,Union,County,All Opioids for Pain,18526,Count
2021,Union,County,Hydrocodone,7083,Count
2021,Union,County,Oxycodone,6600,Count
2021,Union,County,Tramadol,2549,Count
2021,Union,County,All Benzodiazepines,1668,Patients
2021,Union,County,Alprazolam,704,Patients
2021,Union,County,Clonazepam,262,Patients
2021,Union,County,Diazepam,319,Patients
2021,Union,County,Lorazepam,361,Patients
2021,Union,County,All Opioids for Pain,3999,Patients
2021,Union,County,Hydrocodone,2264,Patients
2021,Union,County,Oxycodone,1255,Patients
2021,Union,County,Tramadol,872,Patients
2021,Union,County,All Benzodiazepines,489,Rate
2021,Union,County,Alprazolam,235,Rate
2021,Union,County,Clonazepam,90,Rate
2021,Union,County,Diazepam,60,Rate
2021,Union,County,Lorazepam,76,Rate
2021,Union,County,All Opioids for Pain,924,Rate
2021,Union,County,Hydrocodone,353,Rate
2021,Union,County,Oxycodone,329,Rate
2021,Union,County,Tramadol,127,Rate
2021,Upper Cumberland,Region,All Benzodiazepines,176828,Count
2021,Upper Cumberland,Region,Alprazolam,67936,Count
2021,Upper Cumberland,Region,Clonazepam,41301,Count
2021,Upper Cumberland,Region,Diazepam,23603,Count
2021,Upper Cumberland,Region,Lorazepam,33288,Count
2021,Upper Cumberland,Region,All Opioids for Pain,319566,Count
2021,Upper Cumberland,Region,Hydrocodone,116477,Count
2021,Upper Cumberland,Region,Oxycodone,128757,Count
2021,Upper Cumberland,Region,Tramadol,40482,Count
2021,Upper Cumberland,Region,All Benzodiazepines,29757,Patients
2021,Upper Cumberland,Region,Alprazolam,10418,Patients
2021,Upper Cumberland,Region,Clonazepam,5783,Patients
2021,Upper Cumberland,Region,Diazepam,6525,Patients
2021,Upper Cumberland,Region,Lorazepam,7229,Patients
2021,Upper Cumberland,Region,All Opioids for Pain,69479,Patients
2021,Upper Cumberland,Region,Hydrocodone,36033,Patients
2021,Upper Cumberland,Region,Oxycodone,28187,Patients
2021,Upper Cumberland,Region,Tramadol,12729,Patients
2021,Upper Cumberland,Region,All Benzodiazepines,483,Rate
2021,Upper Cumberland,Region,Alprazolam,186,Rate
2021,Upper Cumberland,Region,Clonazepam,113,Rate
2021,Upper Cumberland,Region,Diazepam,64,Rate
2021,Upper Cumberland,Region,Lorazepam,91,Rate
2021,Upper Cumberland,Region,All Opioids for Pain,873,Rate
2021,Upper Cumberland,Region,Hydrocodone,318,Rate
2021,Upper Cumberland,Region,Oxycodone,352,Rate
2021,Upper Cumberland,Region,Tramadol,111,Rate
2021,Van Buren,County,All Benzodiazepines,3936,Count
2021,Van Buren,County,Alprazolam,1349,Count
2021,Van Buren,County,Clonazepam,941,Count
2021,Van Buren,County,Diazepam,515,Count
2021,Van Buren,County,Lorazepam,989,Count
2021,Van Buren,County,All Opioids for Pain,5696,Count
2021,Van Buren,County,Hydrocodone,2323,Count
2021,Van Buren,County,Oxycodone,1875,Count
2021,Van Buren,County,Tramadol,773,Count
2021,Van Buren,County,All Benzodiazepines,574,Patients
2021,Van Buren,County,Alprazolam,193,Patients
2021,Van Buren,County,Clonazepam,112,Patients
2021,Van Buren,County,Diazepam,120,Patients
2021,Van Buren,County,Lorazepam,176,Patients
2021,Van Buren,County,All Opioids for Pain,1245,Patients
2021,Van Buren,County,Hydrocodone,652,Patients
2021,Van Buren,County,Oxycodone,445,Patients
2021,Van Buren,County,Tramadol,253,Patients
2021,Van Buren,County,All Benzodiazepines,622,Rate
2021,Van Buren,County,Alprazolam,213,Rate
2021,Van Buren,County,Clonazepam,149,Rate
2021,Van Buren,County,Diazepam,81,Rate
2021,Van Buren,County,Lorazepam,156,Rate
2021,Van Buren,County,All Opioids for Pain,901,Rate
2021,Van Buren,County,Hydrocodone,367,Rate
2021,Van Buren,County,Oxycodone,296,Rate
2021,Van Buren,County,Tramadol,122,Rate
2021,Warren,County,All Benzodiazepines,25291,Count
2021,Warren,County,Alprazolam,11147,Count
2021,Warren,County,Clonazepam,4871,Count
2021,Warren,County,Diazepam,3149,Count
2021,Warren,County,Lorazepam,4706,Count
2021,Warren,County,All Opioids for Pain,39758,Count
2021,Warren,County,Hydrocodone,17255,Count
2021,Warren,County,Oxycodone,13923,Count
2021,Warren,County,Tramadol,4437,Count
2021,Warren,County,All Benzodiazepines,4004,Patients
2021,Warren,County,Alprazolam,1554,Patients
2021,Warren,County,Clonazepam,688,Patients
2021,Warren,County,Diazepam,802,Patients
2021,Warren,County,Lorazepam,975,Patients
